Nome,Clube,Sigla,Nome,Posicao,Ult,Media,Jogos,Lixo1,Lixo2,Lixo3,Preco,Valorizacao,
Henrique,Fluminense,FLU,Henrique,Zagueiro,4.50,4.50,1,Fluminense,x,Santa Cruz, 9.93,0.93,
Diego Cavalieri,Fluminense,FLU,Diego Cavalieri,Goleiro,7.70,7.70,1,Fluminense,x,Santa Cruz, 9.34,4.34,
Marlon Santos,Fluminense,FLU,Marlon Santos,Zagueiro,0.00,0.00,-,Fluminense,x,Santa Cruz, 5.00,0.00,
Felipe Amorim,Fluminense,FLU,Felipe Amorim,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 5.00,0.00,
Edson,Fluminense,FLU,Edson,Meia,2.20,2.20,1,Fluminense,x,Santa Cruz, 5.29,0.29,
Cuca,Palmeiras,PAL,Cuca,Técnico,7.21,7.21,1,Ponte Preta,x,Palmeiras, 13.39,2.39,
Júlio César,Fluminense,FLU,Júlio César,Goleiro,0.00,0.00,-,Fluminense,x,Santa Cruz, 4.00,0.00,
Eduardo,Fluminense,FLU,Eduardo,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 3.00,0.00,
Alan Ruschel,Internacional,INT,Alan Ruschel,Lateral,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Anderson,Internacional,INT,Anderson,Meia,0.00,0.00,-,São Paulo,x,Internacional, 16.00,0.00,
Vitinho,Internacional,INT,Vitinho,Atacante,-0.80,-0.80,1,São Paulo,x,Internacional, 10.44,4.56,
Valdívia,Internacional,INT,Valdívia,Meia,0.00,0.00,-,São Paulo,x,Internacional, 17.00,0.00,
Osvaldo,Fluminense,FLU,Osvaldo,Atacante,5.20,5.20,1,Fluminense,x,Santa Cruz, 7.50,2.50,
Marcos Felipe,Fluminense,FLU,Marcos Felipe,Goleiro,0.00,0.00,-,Fluminense,x,Santa Cruz, 2.00,0.00,
Andrigo,Internacional,INT,Andrigo,Meia,-1.00,-1.00,1,São Paulo,x,Internacional, 8.09,3.91,
Marlon Freitas,Fluminense,FLU,Marlon Freitas,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 2.00,0.00,
Giovanni,Fluminense,FLU,Giovanni,Lateral,4.70,4.70,1,Fluminense,x,Santa Cruz, 6.40,2.40,
Renato Chaves,Fluminense,FLU,Renato Chaves,Zagueiro,0.00,0.00,-,Fluminense,x,Santa Cruz, 4.00,0.00,
Richarlison,Fluminense,FLU,Richarlison,Atacante,5.00,5.00,1,Fluminense,x,Santa Cruz, 6.62,2.62,
Danielzinho,Fluminense,FLU,Danielzinho,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 2.00,0.00,
Matheus Phillipe,Fluminense,FLU,Matheus Phillipe,Goleiro,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Douglas,Fluminense,FLU,Douglas,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 4.00,0.00,
Higor Leite,Fluminense,FLU,Higor Leite,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 4.00,0.00,
Paulão,Internacional,INT,Paulão,Zagueiro,-0.40,-0.40,1,São Paulo,x,Internacional, 7.06,2.94,
Rodrigo Dourado,Internacional,INT,Rodrigo Dourado,Meia,0.00,0.00,-,São Paulo,x,Internacional, 11.00,0.00,
Ygor Nogueira,Fluminense,FLU,Ygor Nogueira,Zagueiro,0.00,0.00,-,Fluminense,x,Santa Cruz, 3.00,0.00,
Bryan Olivera,Fluminense,FLU,Bryan Olivera,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Pedro,Fluminense,FLU,Pedro,Atacante,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Levir Culpi,Fluminense,FLU,Levir Culpi,Técnico,5.55,5.55,1,Fluminense,x,Santa Cruz, 12.17,1.17,
Fernando Bob,Internacional,INT,Fernando Bob,Meia,3.70,3.70,1,São Paulo,x,Internacional, 12.28,0.72,
Walace,Grêmio,GRE,Walace,Meia,6.10,6.10,1,Grêmio,x,Flamengo, 15.52,0.52,
William,Internacional,INT,William,Lateral,2.70,2.70,1,São Paulo,x,Internacional, 8.60,0.40,
Matheus Bertotto,Internacional,INT,Matheus Bertotto,Meia,0.00,0.00,-,São Paulo,x,Internacional, 3.00,0.00,
Luan,Grêmio,GRE,Luan,Atacante,0.20,0.20,1,Grêmio,x,Flamengo, 10.44,3.56,
Alex,Internacional,INT,Alex,Meia,0.00,0.00,-,São Paulo,x,Internacional, 8.00,0.00,
Ernando,Internacional,INT,Ernando,Zagueiro,4.10,4.10,1,São Paulo,x,Internacional, 8.16,1.16,
Alisson Farias,Internacional,INT,Alisson Farias,Meia,2.00,2.00,1,São Paulo,x,Internacional, 3.68,0.68,
Matheus Oliveira,Internacional,INT,Matheus Oliveira,Lateral,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Muriel,Internacional,INT,Muriel,Goleiro,0.00,0.00,-,São Paulo,x,Internacional, 2.00,0.00,
Maicon,Grêmio,GRE,Maicon,Meia,2.70,2.70,1,Grêmio,x,Flamengo, 7.87,0.13,
Fabinho,Internacional,INT,Fabinho,Meia,-0.50,-0.50,1,São Paulo,x,Internacional, 4.04,1.96,
Giuliano,Grêmio,GRE,Giuliano,Meia,0.20,0.20,1,Grêmio,x,Flamengo, 9.71,3.29,
Luiz Carlos,Sport,SPO,Luiz Carlos,Goleiro,0.00,0.00,-,Sport,x,Botafogo, 2.00,0.00,
Artur,Internacional,INT,Artur,Lateral,5.20,5.20,1,São Paulo,x,Internacional, 7.50,2.50,
Kaike,Internacional,INT,Kaike,Lateral,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Gustavo Ramos,Internacional,INT,Gustavo Ramos,Atacante,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Silas,Internacional,INT,Silas,Meia,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Douglas,Grêmio,GRE,Douglas,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 12.00,0.00,
Eduardo,Internacional,INT,Eduardo,Zagueiro,0.00,0.00,-,São Paulo,x,Internacional, 2.00,0.00,
Yan Petter,Internacional,INT,Yan Petter,Meia,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Argel Fucks,Internacional,INT,Argel Fucks,Técnico,2.35,2.35,1,São Paulo,x,Internacional, 8.35,0.65,
Raphinha,Internacional,INT,Raphinha,Lateral,0.00,0.00,-,São Paulo,x,Internacional, 2.00,0.00,
Nilton,Internacional,INT,Nilton,Meia,0.00,0.00,-,São Paulo,x,Internacional, 5.00,0.00,
Henrique Almeida,Grêmio,GRE,Henrique Almeida,Atacante,-2.00,-2.00,1,Grêmio,x,Flamengo, 3.68,3.32,
Eduardo Sasha,Internacional,INT,Eduardo Sasha,Atacante,1.10,1.10,1,São Paulo,x,Internacional, 4.49,0.51,
Marquinhos,Internacional,INT,Marquinhos,Meia,0.20,0.20,1,São Paulo,x,Internacional, 3.82,1.18,
Bobô,Grêmio,GRE,Bobô,Atacante,0.70,0.70,1,Grêmio,x,Flamengo, 4.93,1.07,
Wallace Oliveira,Grêmio,GRE,Wallace Oliveira,Lateral,0.00,0.00,-,Grêmio,x,Flamengo, 5.00,0.00,
Bressan,Grêmio,GRE,Bressan,Zagueiro,0.00,0.00,-,Grêmio,x,Flamengo, 5.00,0.00,
Fred,Grêmio,GRE,Fred,Zagueiro,3.30,3.30,1,Grêmio,x,Flamengo, 10.52,0.48,
Alex Santana,Internacional,INT,Alex Santana,Meia,0.00,0.00,-,São Paulo,x,Internacional, 2.00,0.00,
Edinho,Grêmio,GRE,Edinho,Meia,-2.50,-2.50,1,Grêmio,x,Flamengo, 1.84,3.16,
Ramiro,Grêmio,GRE,Ramiro,Meia,7.90,7.90,1,Grêmio,x,Flamengo, 9.49,4.49,
Alan Costa,Internacional,INT,Alan Costa,Zagueiro,0.00,0.00,-,São Paulo,x,Internacional, 4.00,0.00,
Silva,Internacional,INT,Silva,Meia,0.00,0.00,-,São Paulo,x,Internacional, 2.00,0.00,
Paulo Cezar,Internacional,INT,Paulo Cezar,Lateral,0.00,0.00,-,São Paulo,x,Internacional, 4.00,0.00,
Marcelo Oliveira,Grêmio,GRE,Marcelo Oliveira,Lateral,4.60,4.60,1,Grêmio,x,Flamengo, 10.74,0.74,
Bruno Grassi,Grêmio,GRE,Bruno Grassi,Goleiro,0.00,0.00,-,Grêmio,x,Flamengo, 4.00,0.00,
Werley,Grêmio,GRE,Werley,Zagueiro,0.00,0.00,-,Grêmio,x,Flamengo, 4.00,0.00,
Pedro Rocha,Grêmio,GRE,Pedro Rocha,Atacante,0.00,0.00,-,Grêmio,x,Flamengo, 5.00,0.00,
Jair,Internacional,INT,Jair,Meia,0.00,0.00,-,São Paulo,x,Internacional, 4.00,0.00,
Gustavo Ferrareis,Internacional,INT,Gustavo Ferrareis,Meia,0.00,0.00,1,São Paulo,x,Internacional, 2.94,1.06,
Bruno Baio,Internacional,INT,Bruno Baio,Atacante,0.00,0.00,-,São Paulo,x,Internacional, 2.00,0.00,
Marcelo Hermes,Grêmio,GRE,Marcelo Hermes,Lateral,0.00,0.00,-,Grêmio,x,Flamengo, 4.00,0.00,
Lincoln,Grêmio,GRE,Lincoln,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 9.00,0.00,
Aylon,Internacional,INT,Aylon,Atacante,4.10,4.10,1,São Paulo,x,Internacional, 5.96,1.96,
Keiller,Internacional,INT,Keiller,Goleiro,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Kaio,Grêmio,GRE,Kaio,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 4.00,0.00,
Geferson,Internacional,INT,Geferson,Lateral,0.00,0.00,-,São Paulo,x,Internacional, 3.00,0.00,
Douglas Friedrich,Grêmio,GRE,Douglas Friedrich,Goleiro,0.00,0.00,-,Grêmio,x,Flamengo, 3.00,0.00,
Everton,Grêmio,GRE,Everton,Atacante,0.50,0.50,1,Grêmio,x,Flamengo, 3.31,0.69,
Marcelo Grohe,Grêmio,GRE,Marcelo Grohe,Goleiro,3.00,3.00,1,Grêmio,x,Flamengo, 8.09,0.09,
Eriks,Internacional,INT,Eriks,Zagueiro,0.00,0.00,-,São Paulo,x,Internacional, 1.00,0.00,
Rafael Thyere,Grêmio,GRE,Rafael Thyere,Zagueiro,0.00,0.00,-,Grêmio,x,Flamengo, 3.00,0.00,
Wesley,Grêmio,GRE,Wesley,Lateral,0.00,0.00,-,Grêmio,x,Flamengo, 3.00,0.00,
Moisés,Grêmio,GRE,Moisés,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 3.00,0.00,
Tiago,Grêmio,GRE,Tiago,Goleiro,0.00,0.00,-,Grêmio,x,Flamengo, 2.00,0.00,
Miller Bolaños,Grêmio,GRE,Miller Bolaños,Atacante,-2.60,-2.60,1,Grêmio,x,Flamengo, 11.32,6.68,
Jacsson,Internacional,INT,Jacsson,Goleiro,0.00,0.00,-,São Paulo,x,Internacional, 3.00,0.00,
Pedro Geromel,Grêmio,GRE,Pedro Geromel,Zagueiro,7.50,7.50,1,Grêmio,x,Flamengo, 17.28,1.28,
Lenis,Sport,SPO,Lenis,Atacante,-0.50,-0.50,1,Sport,x,Botafogo, 10.66,4.34,
Léo Tilica,Grêmio,GRE,Léo Tilica,Atacante,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Roger Machado,Grêmio,GRE,Roger Machado,Técnico,2.69,2.69,1,Grêmio,x,Flamengo, 11.54,1.46,
Willian,Cruzeiro,CRU,Willian,Atacante,4.10,4.10,1,Cruzeiro,x,Figueirense, 16.25,1.75,
Jailson,Grêmio,GRE,Jailson,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 2.00,0.00,
Raul,Grêmio,GRE,Raul,Lateral,0.00,0.00,-,Grêmio,x,Flamengo, 2.00,0.00,
Batista,Grêmio,GRE,Batista,Atacante,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Arrascaeta,Cruzeiro,CRU,Arrascaeta,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 17.00,0.00,
Iago,Grêmio,GRE,Iago,Lateral,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Tontini,Grêmio,GRE,Tontini,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 2.00,0.00,
Braian Rodríguez,Grêmio,GRE,Braian Rodríguez,Atacante,0.00,0.00,-,Grêmio,x,Flamengo, 2.00,0.00,
Diego Souza,Sport,SPO,Diego Souza,Meia,3.60,3.60,1,Sport,x,Botafogo, 18.09,2.91,
Mark González,Sport,SPO,Mark González,Meia,-1.30,-1.30,1,Sport,x,Botafogo, 8.60,4.40,
Denilson,Grêmio,GRE,Denilson,Zagueiro,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Matheus Nogueira,Grêmio,GRE,Matheus Nogueira,Goleiro,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Léo,Grêmio,GRE,Léo,Goleiro,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Arthur,Grêmio,GRE,Arthur,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Renê,Sport,SPO,Renê,Lateral,6.70,6.70,1,Sport,x,Botafogo, 15.22,1.22,
Araújo,Grêmio,GRE,Araújo,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Lucas Rex,Grêmio,GRE,Lucas Rex,Zagueiro,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Balbino,Grêmio,GRE,Balbino,Meia,0.00,0.00,-,Grêmio,x,Flamengo, 1.00,0.00,
Bruno Rodrigo,Cruzeiro,CRU,Bruno Rodrigo,Zagueiro,1.10,1.10,1,Cruzeiro,x,Figueirense, 11.84,3.16,
Ariel Cabral,Cruzeiro,CRU,Ariel Cabral,Meia,1.40,1.40,1,Cruzeiro,x,Figueirense, 11.32,2.68,
Rithely,Sport,SPO,Rithely,Meia,-2.60,-2.60,1,Sport,x,Botafogo, 6.91,5.09,
Durval,Sport,SPO,Durval,Zagueiro,2.20,2.20,1,Sport,x,Botafogo, 9.71,1.29,
Luiz Antonio,Sport,SPO,Luiz Antonio,Meia,0.00,0.00,-,Sport,x,Botafogo, 10.00,0.00,
Alisson,Cruzeiro,CRU,Alisson,Atacante,0.00,0.00,-,Cruzeiro,x,Figueirense, 12.00,0.00,
Mayke,Cruzeiro,CRU,Mayke,Lateral,0.00,0.00,-,Cruzeiro,x,Figueirense, 13.00,0.00,
Danilo Fernandes,Internacional,INT,Danilo Fernandes,Goleiro,0.00,0.00,-,São Paulo,x,Internacional, 9.00,0.00,
Manoel,Cruzeiro,CRU,Manoel,Zagueiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 10.00,0.00,
Gabriel Xavier,Sport,SPO,Gabriel Xavier,Meia,2.60,2.60,1,Sport,x,Botafogo, 5.59,0.59,
Vinícius Araújo,Sport,SPO,Vinícius Araújo,Atacante,-1.50,-1.50,1,Sport,x,Botafogo, 4.04,2.96,
Samuel Xavier,Sport,SPO,Samuel Xavier,Lateral,-0.30,-0.30,1,Sport,x,Botafogo, 5.66,2.34,
Oswaldo Henríquez,Sport,SPO,Oswaldo Henríquez,Zagueiro,4.30,4.30,1,Sport,x,Botafogo, 7.57,1.57,
Lucas,Cruzeiro,CRU,Lucas,Lateral,-8.40,-8.40,1,Cruzeiro,x,Figueirense, 0.74,8.26,
Fábio,Cruzeiro,CRU,Fábio,Goleiro,9.70,9.70,1,Cruzeiro,x,Figueirense, 13.75,4.75,
Marcos Vinícius,Cruzeiro,CRU,Marcos Vinícius,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 5.00,0.00,
Magrão,Sport,SPO,Magrão,Goleiro,4.00,4.00,1,Sport,x,Botafogo, 6.62,1.62,
Federico Gino,Cruzeiro,CRU,Federico Gino,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 8.00,0.00,
Matheus Ferraz,Sport,SPO,Matheus Ferraz,Zagueiro,0.00,0.00,-,Sport,x,Botafogo, 5.00,0.00,
Serginho,Sport,SPO,Serginho,Meia,1.20,1.20,1,Sport,x,Botafogo, 4.56,0.44,
Sánchez Miño,Cruzeiro,CRU,Sánchez Miño,Lateral,-2.10,-2.10,1,Cruzeiro,x,Figueirense, 2.87,3.13,
Dedé,Cruzeiro,CRU,Dedé,Zagueiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 5.00,0.00,
Rafael Silva,Cruzeiro,CRU,Rafael Silva,Atacante,0.00,0.00,-,Cruzeiro,x,Figueirense, 7.00,0.00,
Lucas Romero,Cruzeiro,CRU,Lucas Romero,Meia,-3.70,-3.70,1,Cruzeiro,x,Figueirense, 0.96,4.04,
Élber,Cruzeiro,CRU,Élber,Meia,7.40,7.40,1,Cruzeiro,x,Figueirense, 9.12,4.12,
Robinho,Cruzeiro,CRU,Robinho,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 7.00,0.00,
Túlio de Melo,Sport,SPO,Túlio de Melo,Atacante,0.00,0.00,1,Sport,x,Botafogo, 3.68,1.32,
Luis Gustavo,Sport,SPO,Luis Gustavo,Zagueiro,0.00,0.00,-,Sport,x,Botafogo, 4.00,0.00,
Neto Moura,Sport,SPO,Neto Moura,Meia,-0.80,-0.80,1,Sport,x,Botafogo, 2.35,1.65,
Everton Felipe,Sport,SPO,Everton Felipe,Meia,0.00,0.00,-,Sport,x,Botafogo, 4.00,0.00,
Rafael,Cruzeiro,CRU,Rafael,Goleiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 4.00,0.00,
Douglas Coutinho,Cruzeiro,CRU,Douglas Coutinho,Atacante,-0.50,-0.50,1,Cruzeiro,x,Figueirense, 3.31,1.69,
Marciel,Cruzeiro,CRU,Marciel,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 3.00,0.00,
Bruno Viana,Cruzeiro,CRU,Bruno Viana,Zagueiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 3.00,0.00,
Léo,Cruzeiro,CRU,Léo,Zagueiro,-2.00,-2.00,1,Cruzeiro,x,Figueirense, 1.47,2.53,
Christiano,Sport,SPO,Christiano,Lateral,0.00,0.00,-,Sport,x,Botafogo, 4.00,0.00,
Henrique,Cruzeiro,CRU,Henrique,Meia,5.10,5.10,1,Cruzeiro,x,Figueirense, 6.69,2.69,
Allano,Cruzeiro,CRU,Allano,Atacante,0.30,0.30,1,Cruzeiro,x,Figueirense, 3.16,0.84,
Pisano,Cruzeiro,CRU,Pisano,Meia,0.00,0.00,1,Cruzeiro,x,Figueirense, 2.94,1.06,
Lucas França,Cruzeiro,CRU,Lucas França,Goleiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 2.00,0.00,
Judivan,Cruzeiro,CRU,Judivan,Atacante,0.00,0.00,-,Cruzeiro,x,Figueirense, 3.00,0.00,
Fabrício Bruno,Cruzeiro,CRU,Fabrício Bruno,Zagueiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 2.00,0.00,
Johnathan Goiano,Sport,SPO,Johnathan Goiano,Atacante,0.00,0.00,-,Sport,x,Botafogo, 4.00,0.00,
João Carlos,Ponte Preta,PON,João Carlos,Goleiro,8.00,8.00,1,Ponte Preta,x,Palmeiras, 8.82,4.82,
Maicon,Sport,SPO,Maicon,Lateral,0.00,0.00,-,Sport,x,Botafogo, 3.00,0.00,
Ronaldo,Sport,SPO,Ronaldo,Meia,0.00,0.00,-,Sport,x,Botafogo, 3.00,0.00,
Bruno Nazário,Cruzeiro,CRU,Bruno Nazário,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 2.00,0.00,
Alex,Cruzeiro,CRU,Alex,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 1.00,0.00,
Hugo Ragelli,Cruzeiro,CRU,Hugo Ragelli,Atacante,0.00,0.00,-,Cruzeiro,x,Figueirense, 2.00,0.00,
Lucão,Cruzeiro,CRU,Lucão,Goleiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 1.00,0.00,
Fábio,Sport,SPO,Fábio,Meia,0.00,0.00,-,Sport,x,Botafogo, 3.00,0.00,
Wallace,Sport,SPO,Wallace,Atacante,0.00,0.00,-,Sport,x,Botafogo, 3.00,0.00,
Adryelson,Sport,SPO,Adryelson,Zagueiro,0.00,0.00,-,Sport,x,Botafogo, 2.00,0.00,
Oswaldo de Oliveira,Sport,SPO,Oswaldo de Oliveira,Técnico,1.60,1.60,1,Sport,x,Botafogo, 6.32,0.68,
Sinho,Sport,SPO,Sinho,Lateral,0.00,0.00,-,Sport,x,Botafogo, 2.00,0.00,
Wellington Paulista,Ponte Preta,PON,Wellington Paulista,Atacante,1.60,1.60,1,Ponte Preta,x,Palmeiras, 10.00,2.00,
Eurico,Cruzeiro,CRU,Eurico,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 3.00,0.00,
Rodrigo Mancha,Sport,SPO,Rodrigo Mancha,Meia,0.00,0.00,-,Sport,x,Botafogo, 2.00,0.00,
Felipe Azevedo,Ponte Preta,PON,Felipe Azevedo,Atacante,4.10,4.10,1,Ponte Preta,x,Palmeiras, 10.37,0.37,
Elton,Ponte Preta,PON,Elton,Meia,0.00,0.00,-,Ponte Preta,x,Palmeiras, 8.00,0.00,
Clayton,Sport,SPO,Clayton,Meia,0.00,0.00,-,Sport,x,Botafogo, 2.00,0.00,
Douglas Grolli,Ponte Preta,PON,Douglas Grolli,Zagueiro,4.40,4.40,1,Ponte Preta,x,Palmeiras, 9.85,0.85,
Thallyson,Sport,SPO,Thallyson,Atacante,0.00,0.00,-,Sport,x,Botafogo, 2.00,0.00,
Reinaldo,Ponte Preta,PON,Reinaldo,Lateral,9.90,9.90,1,Ponte Preta,x,Palmeiras, 12.43,5.43,
Roger,Ponte Preta,PON,Roger,Atacante,1.20,1.20,1,Ponte Preta,x,Palmeiras, 6.03,0.97,
Evandro,Sport,SPO,Evandro,Lateral,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Henrique Mattos,Sport,SPO,Henrique Mattos,Zagueiro,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Lucas Ferreira,Sport,SPO,Lucas Ferreira,Goleiro,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Juninho,Sport,SPO,Juninho,Meia,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Cristian,Ponte Preta,PON,Cristian,Meia,0.00,0.00,-,Ponte Preta,x,Palmeiras, 6.00,0.00,
Ravanelli,Ponte Preta,PON,Ravanelli,Meia,2.10,2.10,1,Ponte Preta,x,Palmeiras, 5.96,0.04,
Vinícius Bala,Sport,SPO,Vinícius Bala,Atacante,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Fábio Ferreira,Ponte Preta,PON,Fábio Ferreira,Zagueiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 5.00,0.00,
Horácio,Sport,SPO,Horácio,Meia,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Índio,Sport,SPO,Índio,Atacante,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Renato,Ponte Preta,PON,Renato,Meia,0.00,0.00,-,Ponte Preta,x,Palmeiras, 5.00,0.00,
Jeferson,Ponte Preta,PON,Jeferson,Lateral,4.40,4.40,1,Ponte Preta,x,Palmeiras, 6.91,1.91,
Alison,Sport,SPO,Alison,Atacante,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Fabrício,Sport,SPO,Fabrício,Meia,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Gabriel,Grêmio,GRE,Gabriel,Zagueiro,0.00,0.00,-,Grêmio,x,Flamengo, 3.00,0.00,
Rhayner,Ponte Preta,PON,Rhayner,Atacante,-0.30,-0.30,1,Ponte Preta,x,Palmeiras, 3.46,1.54,
Tiago Alves,Ponte Preta,PON,Tiago Alves,Zagueiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 4.00,0.00,
Felipe Menezes,Ponte Preta,PON,Felipe Menezes,Meia,1.70,1.70,1,Ponte Preta,x,Palmeiras, 4.93,0.07,
Wellington,Ponte Preta,PON,Wellington,Zagueiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 2.00,0.00,
Nino Paraíba,Ponte Preta,PON,Nino Paraíba,Lateral,0.00,0.00,-,Ponte Preta,x,Palmeiras, 4.00,0.00,
Jonas,Ponte Preta,PON,Jonas,Meia,0.00,0.00,-,Ponte Preta,x,Palmeiras, 4.00,0.00,
Gilson,Ponte Preta,PON,Gilson,Lateral,0.00,0.00,-,Ponte Preta,x,Palmeiras, 2.00,0.00,
Matheus Jesus,Ponte Preta,PON,Matheus Jesus,Meia,1.80,1.80,1,Ponte Preta,x,Palmeiras, 2.79,0.79,
Léo Cereja,Ponte Preta,PON,Léo Cereja,Meia,0.00,0.00,-,Ponte Preta,x,Palmeiras, 2.00,0.00,
Clayson,Ponte Preta,PON,Clayson,Meia,-4.10,-4.10,1,Ponte Preta,x,Palmeiras, 0.74,3.26,
Taiberson,Ponte Preta,PON,Taiberson,Atacante,0.00,0.00,-,Ponte Preta,x,Palmeiras, 4.00,0.00,
César,Ponte Preta,PON,César,Goleiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 3.00,0.00,
Ivan,Ponte Preta,PON,Ivan,Goleiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 1.00,0.00,
Kadu,Ponte Preta,PON,Kadu,Zagueiro,3.80,3.80,1,Ponte Preta,x,Palmeiras, 5.00,2.00,
Ayrton,Figueirense,FIG,Ayrton,Lateral,0.00,0.00,-,Cruzeiro,x,Figueirense, 7.00,0.00,
Eduardo Baptista,Ponte Preta,PON,Eduardo Baptista,Técnico,3.35,3.35,1,Ponte Preta,x,Palmeiras, 9.08,0.08,
Diogo Mateus,Ponte Preta,PON,Diogo Mateus,Lateral,0.00,0.00,-,Ponte Preta,x,Palmeiras, 3.00,0.00,
Vecchio,Santos,SAN,Vecchio,Meia,0.00,0.00,-,Santos,x,Coritiba, 8.00,0.00,
Renê Júnior,Ponte Preta,PON,Renê Júnior,Meia,0.00,0.00,-,Ponte Preta,x,Palmeiras, 6.00,0.00,
Thiago Rodrigues,Figueirense,FIG,Thiago Rodrigues,Goleiro,0.00,0.00,-,Cruzeiro,x,Figueirense, 3.00,0.00,
Geovane Maranhão,Botafogo,BOT,Geovane Maranhão,Atacante,0.00,0.00,-,Sport,x,Botafogo, 4.00,0.00,
Matheus Inácio,Ponte Preta,PON,Matheus Inácio,Goleiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 2.00,0.00,
William Pottker,Ponte Preta,PON,William Pottker,Atacante,0.00,0.00,-,Ponte Preta,x,Palmeiras, 7.00,0.00,
Samuel,Fluminense,FLU,Samuel,Atacante,0.00,0.00,-,Fluminense,x,Santa Cruz, 4.00,0.00,
César González,Coritiba,COR,César González,Meia,0.10,0.10,1,Santos,x,Coritiba, 3.01,0.99,
Gabriel Gasparotto,Santos,SAN,Gabriel Gasparotto,Goleiro,0.00,0.00,-,Santos,x,Coritiba, 3.00,0.00,
Igor Julião,Fluminense,FLU,Igor Julião,Lateral,0.00,0.00,-,Fluminense,x,Santa Cruz, 2.00,0.00,
Yerry Mina,Palmeiras,PAL,Yerry Mina,Zagueiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 8.00,0.00,
Guilherme Morassi,Figueirense,FIG,Guilherme Morassi,Lateral,0.00,0.00,-,Cruzeiro,x,Figueirense, 2.00,0.00,
Bruno Edgar,Cruzeiro,CRU,Bruno Edgar,Meia,-0.80,-0.80,1,Cruzeiro,x,Figueirense, 2.35,1.65,
